NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
WFIKKN1	1	ENSG00000127578	
MRPS18AP1	1	ENSG00000229759	
ENSG00000214708	1	ENSG00000214708	
FOXF2	1	ENSG00000137273	
LINC03040	1	ENSG00000181577	
LINC01881	1	ENSG00000220804	
RNU1-18P	1	ENSG00000199932	
BCAN	1	ENSG00000132692	
RFTN2	1	ENSG00000162944	
SNTG2	1	ENSG00000172554	
RPL36P14	1	ENSG00000169253	
NSA2P6	1	ENSG00000250980	
PPP4R2P4	1	ENSG00000249626	
TMPRSS5	1	ENSG00000166682	
SYT9-AS1	1	ENSG00000251364	
SPSB2	1	ENSG00000111671	
CAPN6	1	ENSG00000077274	
LINC02044	1	ENSG00000243795	
CMA1	1	ENSG00000092009	
LNCTAM34A	1	ENSG00000234546	
PLPP5	1	ENSG00000147535	
TRIM43B	1	ENSG00000144010	
HECW2-AS1	1	ENSG00000229056	
PCDH15	1	ENSG00000150275	
MRS2P1	1	ENSG00000250428	
TPT1P6	1	ENSG00000214460	
TBX4	1	ENSG00000121075	
GFPT2	1	ENSG00000131459	
IGKV1-5	1	ENSG00000243466	
OR2A20P	1	ENSG00000170356	
FAM217B	1	ENSG00000196227	
MTIF2P1	1	ENSG00000233432	
GAPDHP73	1	ENSG00000226540	
NXT1-AS1	1	ENSG00000234832	
CABCOCO1	1	ENSG00000183346	
FAAHP1	1	ENSG00000232022	
RNU6-1053P	1	ENSG00000251739	
TRBJ2-3	1	ENSG00000211767	
ENSG00000182376	1	ENSG00000182376	
SNF8P1	1	ENSG00000203387	
MAP2K6	1	ENSG00000108984	
RTP4	1	ENSG00000136514	
C11orf52	1	ENSG00000149300	
MPG	1	ENSG00000103152	
NKPD1	1	ENSG00000179846	
IDH3G	1	ENSG00000067829	
ELOA-AS1	1	ENSG00000236810	
RPL21P1	1	ENSG00000214760	
SLC16A12	1	ENSG00000152779	
IGBP1P3	1	ENSG00000231552	
ENSG00000225166	1	ENSG00000225166	
NTN1	1	ENSG00000065320	
TNFSF8	1	ENSG00000106952	
KIAA1191P1	1	ENSG00000213480	
NBEAP2	1	ENSG00000197927	
RPL10P1	1	ENSG00000217026	
ST8SIA2	1	ENSG00000140557	
MTUS1-DT	1	ENSG00000253944	
CD160	1	ENSG00000117281	
SLC47A2	1	ENSG00000180638	
CLK4	1	ENSG00000113240	
ATP5MFP4	1	ENSG00000256826	
RARRES1	1	ENSG00000118849	
MBOAT4	1	ENSG00000177669	
LINC01588	1	ENSG00000214900	
RWDD4P2	1	ENSG00000175741	
RDH8	1	ENSG00000080511	
CTSLP1	1	ENSG00000236417	
PARP15	1	ENSG00000173200	
ALKAL1	1	ENSG00000196711	
AVPR1A	1	ENSG00000166148	
FGFBP1	1	ENSG00000137440	
SH2D5	1	ENSG00000189410	
SULT4A1	1	ENSG00000130540	
IMPG2	1	ENSG00000081148	
ASS1P8	1	ENSG00000251418	
C7	1	ENSG00000112936	
HMGB3P20	1	ENSG00000226059	
MAP4K1	1	ENSG00000104814	
SCEL	1	ENSG00000136155	
FAM210A	1	ENSG00000177150	
RSL24D1	1	ENSG00000137876	
SLC49A3	1	ENSG00000169026	
NXNL2	1	ENSG00000130045	
RLIMP1	1	ENSG00000229456	
SYT4	1	ENSG00000132872	
CRX	1	ENSG00000105392	
FAM136EP	1	ENSG00000230634	
NEK11	1	ENSG00000114670	
RUBCNL	1	ENSG00000102445	
ENSG00000206913	1	ENSG00000206913	
PANK1	1	ENSG00000152782	
RPL31P17	1	ENSG00000235225	
LINC02601	1	ENSG00000223714	
FBXO10	1	ENSG00000147912	
XIRP1	1	ENSG00000168334	
ENSG00000252274	1	ENSG00000252274	
LINC01060	1	ENSG00000249378	
MICAL3	1	ENSG00000243156	
ACTR3BP4	1	ENSG00000249283	
SNORD18C	1	ENSG00000199574	
TMEM277P	1	ENSG00000180279	
CYCSP24	1	ENSG00000227666	
EMX2	1	ENSG00000170370	
FAM47C	1	ENSG00000198173	
RPL5P12	1	ENSG00000242697	
CENPM	1	ENSG00000100162	
TINCR	1	ENSG00000223573	
MCRIP2P1	1	ENSG00000241418	
H1-4	1	ENSG00000168298	
SPAG6	1	ENSG00000077327	
CROCCP1	1	ENSG00000225769	
ANKAR	1	ENSG00000151687	
IDH3B-DT	1	ENSG00000228293	
FPGS	1	ENSG00000136877	
RIIAD1	1	ENSG00000178796	
MAGEB17	1	ENSG00000182798	
RPL13AP2	1	ENSG00000244053	
LRRC25	1	ENSG00000175489	
LINC01498	1	ENSG00000247213	
ART5	1	ENSG00000167311	
GDF9	1	ENSG00000164404	
SBK3	1	ENSG00000231274	
PCDH11Y	1	ENSG00000099715	
CHADL	1	ENSG00000100399	
ACTBP12	1	ENSG00000233125	
RPL35	1	ENSG00000136942	
LINC01562	1	ENSG00000203356	
RPL32P31	1	ENSG00000213128	
PPP5D1P	1	ENSG00000230510	
RS1	1	ENSG00000102104	
C1QTNF7	1	ENSG00000163145	
CAPZA1P3	1	ENSG00000213698	
MIR30C2	1	ENSG00000199094	
MID1IP1-AS1	1	ENSG00000238123	
APOC1P1	1	ENSG00000214855	
MIPEPP3	1	ENSG00000233325	
RAC1P5	1	ENSG00000213522	
SLC35G5	1	ENSG00000177710	
STPG3	1	ENSG00000197768	
ATXN10	1	ENSG00000130638	
MIR99AHG	1	ENSG00000215386	
ZDHHC20P4	1	ENSG00000232380	
GPR45	1	ENSG00000135973	
MC2R	1	ENSG00000185231	
GAPDH-DT	1	ENSG00000255966	
SDHBP1	1	ENSG00000242222	
UBE2V1P9	1	ENSG00000229667	
LINC02995	1	ENSG00000253955	
TACR1	1	ENSG00000115353	
PSAT1	1	ENSG00000135069	
GLRX3	1	ENSG00000108010	
ZNF571	1	ENSG00000180479	
PRDM6	1	ENSG00000061455	
RPS3AP44	1	ENSG00000234031	
PRPH	1	ENSG00000135406	
CXCR3	1	ENSG00000186810	
SF3B3	1	ENSG00000189091	
MRAP2	1	ENSG00000135324	
EEF1A1P29	1	ENSG00000215093	
OSBPL9P3	1	ENSG00000255070	
OR51E1	1	ENSG00000180785	
RFKP3	1	ENSG00000241546	
HNRNPA3P13	1	ENSG00000250826	
PCDHA5	1	ENSG00000204965	
IL18R1	1	ENSG00000115604	
MICALL2-DT	1	ENSG00000225981	
IL17B	1	ENSG00000127743	
RIBC1	1	ENSG00000158423	
SLC6A4	1	ENSG00000108576	
GNB1L	1	ENSG00000185838	
PPIAL4G	1	ENSG00000236334	
LINC01473	1	ENSG00000237877	
GNRH2	1	ENSG00000125787	
CCR5AS	1	ENSG00000223552	
FRMPD3	1	ENSG00000147234	
TBC1D3P2	1	ENSG00000188755	
THAP12P3	1	ENSG00000227972	
RNU2-27P	1	ENSG00000251994	
MTHFD2P6	1	ENSG00000249266	
RASAL2-AS1	1	ENSG00000224687	
HCG22	1	ENSG00000228789	
TTLL10	1	ENSG00000162571	
LMCD1-AS1	1	ENSG00000227110	
EN1	1	ENSG00000163064	
SHLD2P3	1	ENSG00000189014	
LINC00926	1	ENSG00000247982	
RBM45	1	ENSG00000155636	
ZUP1	1	ENSG00000153975	
CICP6	1	ENSG00000230304	
HPDL	1	ENSG00000186603	
RNF170	1	ENSG00000120925	
TMEM132B	1	ENSG00000139364	
FHL1P1	1	ENSG00000239219	
KRT8P48	1	ENSG00000248568	
KRT18P4	1	ENSG00000229222	
NFE2L3	1	ENSG00000050344	
MLLT11	1	ENSG00000213190	
MAB21L1	1	ENSG00000180660	
SNAI3	1	ENSG00000185669	
SLC13A5	1	ENSG00000141485	
NWD1	1	ENSG00000188039	
MAD2L1	1	ENSG00000164109	
ECI2-DT	1	ENSG00000234817	
MED28-DT	1	ENSG00000249502	
TOMM40P3	1	ENSG00000249360	
RPL38P3	1	ENSG00000244422	
TRGV5	1	ENSG00000211697	
DPP7	1	ENSG00000176978	
FAM86DP	1	ENSG00000244026	
SEMA5B	1	ENSG00000082684	
SGCA	1	ENSG00000108823	
TESPA1	1	ENSG00000135426	
CFAP144	1	ENSG00000186973	
MIR149	1	ENSG00000207611	
FPR2	1	ENSG00000171049	
THAP7-AS1	1	ENSG00000230513	
PRR35	1	ENSG00000161992	
KLHL31	1	ENSG00000124743	
LINC01167	1	ENSG00000224758	
LINC00923	1	ENSG00000251209	
ADGRE3	1	ENSG00000131355	
ENSG00000256001	1	ENSG00000256001	
RN7SL526P	1	ENSG00000243642	
FRZB	1	ENSG00000162998	
MVP-DT	1	ENSG00000238045	
PTGDR	1	ENSG00000168229	
RPP14	1	ENSG00000163684	
PRMT8	1	ENSG00000111218	
RPS27P19	1	ENSG00000234268	
HMGB1P37	1	ENSG00000213467	
DPP6	1	ENSG00000130226	
LINC03013	1	ENSG00000227544	
NRIP3-DT	1	ENSG00000253973	
MEFV	1	ENSG00000103313	
HHATL	1	ENSG00000010282	
LINC02656	1	ENSG00000212743	
ASB14	1	ENSG00000239388	
STAG2-AS1	1	ENSG00000232412	
RPL39P5	1	ENSG00000214289	
TXNP5	1	ENSG00000228236	
DRGX	1	ENSG00000165606	
LINC02918	1	ENSG00000237950	
ZNF80	1	ENSG00000174255	
KIF1C-AS1	1	ENSG00000227495	
FGFR3	1	ENSG00000068078	
DNAJC8P3	1	ENSG00000254183	
LILRB1	1	ENSG00000104972	
MIRLET7F1	1	ENSG00000199072	
ELOCP31	1	ENSG00000256021	
CRB1	1	ENSG00000134376	
NHP2P2	1	ENSG00000213786	
PRKG2	1	ENSG00000138669	
RFX8	1	ENSG00000196460	
SPATC1	1	ENSG00000186583	
RNA5-8SP6	1	ENSG00000251705	
KCNQ1	1	ENSG00000053918	
FLJ13224	1	ENSG00000177340	
ERICH6-AS1	1	ENSG00000240137	
IGHV3-48	1	ENSG00000211964	
FAM221A	1	ENSG00000188732	
CFP	1	ENSG00000126759	
EIF4EP5	1	ENSG00000214366	
EFNA5	1	ENSG00000184349	
THORLNC	1	ENSG00000226856	
RNU1-28P	1	ENSG00000206588	
PARM1	1	ENSG00000169116	
SRSF3	1	ENSG00000112081	
SPDYE5	1	ENSG00000170092	
CIAO2AP2	1	ENSG00000224566	
RAB3C	1	ENSG00000152932	
PCBP2P1	1	ENSG00000235701	
NUDT9P1	1	ENSG00000234043	
CASS4	1	ENSG00000087589	
PDLIM1P4	1	ENSG00000249274	
KLHL41	1	ENSG00000239474	
TCP10L	1	ENSG00000242220	
MEF2B	1	ENSG00000213999	
TGIF2P1	1	ENSG00000225401	
RBM22	1	ENSG00000086589	
CD3D	1	ENSG00000167286	
MTCP1	1	ENSG00000214827	
LINC01554	1	ENSG00000236882	
CNN2P1	1	ENSG00000227201	
SNORD117	1	ENSG00000201785	
TAF12-DT	1	ENSG00000229388	
VSX1	1	ENSG00000100987	
MANSC4	1	ENSG00000205693	
MADD-AS1	1	ENSG00000256746	
CDKN3	1	ENSG00000100526	
LINGO3	1	ENSG00000220008	
OR2A7	1	ENSG00000243896	
AXDND1	1	ENSG00000162779	
FOSL1P1	1	ENSG00000248394	
UBAP1L	1	ENSG00000246922	
INSYN2B	1	ENSG00000204767	
PRB3	1	ENSG00000197870	
CSRP1-AS1	1	ENSG00000224536	
MUC4	1	ENSG00000145113	
MXRA5Y	1	ENSG00000235649	
ENDOG	1	ENSG00000167136	
C1QTNF7-AS1	1	ENSG00000249252	
HHIPL2	1	ENSG00000143512	
PHB1P9	1	ENSG00000230224	
KBTBD8	1	ENSG00000163376	
HNRNPCP7	1	ENSG00000228653	
C1QL2	1	ENSG00000144119	
AGAP4	1	ENSG00000188234	
UTS2B	1	ENSG00000188958	
GTF2IRD1P1	1	ENSG00000230583	
GNAT2	1	ENSG00000134183	
CLEC18A	1	ENSG00000157322	
EEF1A1P3	1	ENSG00000232587	
SEPTIN7P9	1	ENSG00000120555	
ENSG00000254718	1	ENSG00000254718	
IFIH1	1	ENSG00000115267	
LINC01600	1	ENSG00000164385	
EBLN2	1	ENSG00000255423	
TCAF1	1	ENSG00000198420	
TMEM183AP2	1	ENSG00000249142	
PRSS23-AS1	1	ENSG00000255471	
AP4S1	1	ENSG00000100478	
CICP16	1	ENSG00000248213	
COX5A	1	ENSG00000178741	
DPH6-DT	1	ENSG00000248079	
ANKRD20A9P	1	ENSG00000206192	
STYX	1	ENSG00000198252	
ZNG1DP	1	ENSG00000204778	
SHLD2	1	ENSG00000122376	
MMP23B	1	ENSG00000189409	
ST18	1	ENSG00000147488	
IGLVI-56	1	ENSG00000253126	
MORF4	1	ENSG00000234801	
LINC02569	1	ENSG00000235781	
CCDC178	1	ENSG00000166960	
FAM21EP	1	ENSG00000235618	
UBE3D	1	ENSG00000118420	
ENSG00000223969	1	ENSG00000223969	
GINS1	1	ENSG00000101003	
PKD2L2-DT	1	ENSG00000250159	
DHRS4L1	1	ENSG00000225766	
PRR5	1	ENSG00000186654	
RAB39B	1	ENSG00000155961	
GLRXP3	1	ENSG00000118990	
DNAJB12P1	1	ENSG00000237979	
RNY3P8	1	ENSG00000223298	
SNORA5C	1	ENSG00000201772	
TAF9BP1	1	ENSG00000213871	
ST8SIA4	1	ENSG00000113532	
CALHM4	1	ENSG00000164451	
C9orf57	1	ENSG00000204669	
ZNF729	1	ENSG00000196350	
LINC01422	1	ENSG00000223704	
RPL12P25	1	ENSG00000235330	
SPTLC1P5	1	ENSG00000227922	
HMGN1P30	1	ENSG00000235028	
RLF	1	ENSG00000117000	
HESX1	1	ENSG00000163666	
CNEP1R1P1	1	ENSG00000180284	
FCN3	1	ENSG00000142748	
RPL7AP16	1	ENSG00000234329	
PLET1	1	ENSG00000188771	
PLD5	1	ENSG00000180287	
EEF1A1P23	1	ENSG00000236297	
ZNF14	1	ENSG00000105708	
LIMD1-AS1	1	ENSG00000230530	
IGBP1P4	1	ENSG00000250325	
OIP5	1	ENSG00000104147	
PMAIP1	1	ENSG00000141682	
PHB2P1	1	ENSG00000232728	
PHKA2-AS1	1	ENSG00000237836	
NMBR	1	ENSG00000135577	
CCT6P1	1	ENSG00000228409	
PPP1R26P1	1	ENSG00000238086	
GLB1L3	1	ENSG00000166105	
CCL8	1	ENSG00000108700	
SYNDIG1	1	ENSG00000101463	
H2AC20	1	ENSG00000184260	
SLC12A5-AS1	1	ENSG00000204044	
GK3	1	ENSG00000229894	
RPL23AP4	1	ENSG00000212932	
EFCAB14-AS1	1	ENSG00000228237	
FPR1	1	ENSG00000171051	
CHMP4A	1	ENSG00000254505	
TAC1	1	ENSG00000006128	
SLC22A13	1	ENSG00000172940	
HLA-DQB2	1	ENSG00000232629	
KIAA0319	1	ENSG00000137261	
ADORA2B	1	ENSG00000170425	
NETO1	1	ENSG00000166342	
TCF21	1	ENSG00000118526	
HMGB1P14	1	ENSG00000180189	
CEACAM21	1	ENSG00000007129	
ZNF529-AS1	1	ENSG00000233527	
PRB1	1	ENSG00000251655	
RPS7P14	1	ENSG00000213695	
HERC1	1	ENSG00000103657	
POLR2J3	1	ENSG00000168255	
TEX41	1	ENSG00000226674	
RPL5P22	1	ENSG00000239198	
CTNNA2	1	ENSG00000066032	
EIF4A1P5	1	ENSG00000226161	
LINC03022	1	ENSG00000253641	
RDH16	1	ENSG00000139547	
TSKU-AS1	1	ENSG00000255100	
LINC00449	1	ENSG00000203441	
LINC02331	1	ENSG00000235269	
PITX1-AS1	1	ENSG00000224186	
TRIM61	1	ENSG00000183439	
LEXM	1	ENSG00000162398	
CYP4F34P	1	ENSG00000244155	
SLC25A15P5	1	ENSG00000249288	
HAND1	1	ENSG00000113196	
RPL21P46	1	ENSG00000241612	
CFAP99	1	ENSG00000206113	
LILRA2	1	ENSG00000239998	
YWHAZP4	1	ENSG00000213131	
KRT18P29	1	ENSG00000213958	
RPL17-C18orf32	1	ENSG00000215472	
ACTG1P9	1	ENSG00000229349	
TMIE	1	ENSG00000181585	
TMEM190	1	ENSG00000160472	
PRR7-AS1	1	ENSG00000246334	
BBOX1-AS1	1	ENSG00000254560	
MTRF1	1	ENSG00000120662	
CCR6	1	ENSG00000112486	
C9orf43	1	ENSG00000157653	
RPL3L	1	ENSG00000140986	
HOOK2	1	ENSG00000095066	
VAC14-AS1	1	ENSG00000214353	
KCNG3	1	ENSG00000171126	
LDLRAD2	1	ENSG00000187942	
HCG15	1	ENSG00000227214	
KY	1	ENSG00000174611	
RN7SKP150	1	ENSG00000222448	
DPY19L1P2	1	ENSG00000231952	
MRPS21P3	1	ENSG00000221879	
CA10	1	ENSG00000154975	
MIR200A	1	ENSG00000207607	
RRN3	1	ENSG00000085721	
CTAGE14P	1	ENSG00000214211	
SNRPCP10	1	ENSG00000243794	
LST1	1	ENSG00000204482	
SORCS2	1	ENSG00000184985	
MPIG6B	1	ENSG00000204420	
RANP6	1	ENSG00000213370	
IHO1	1	ENSG00000173421	
HHIP	1	ENSG00000164161	
APOBEC2	1	ENSG00000124701	
MAPK6P2	1	ENSG00000223488	
GAPDHP21	1	ENSG00000236993	
KANTR	1	ENSG00000232593	
LILRA6	1	ENSG00000244482	
PGM5P4-AS1	1	ENSG00000231943	
SFTA1P	1	ENSG00000225383	
ESCO2	1	ENSG00000171320	
SPRY3	1	ENSG00000168939	
LAMP5	1	ENSG00000125869	
TLR7	1	ENSG00000196664	
EPHA6	1	ENSG00000080224	
OAS3	1	ENSG00000111331	
SAMD13	1	ENSG00000203943	
PHF24	1	ENSG00000122733	
RNA5SP174	1	ENSG00000199572	
SLC27A6	1	ENSG00000113396	
LY86	1	ENSG00000112799	
WDR35-DT	1	ENSG00000227210	
KLHDC7A	1	ENSG00000179023	
PNPT1P1	1	ENSG00000229241	
ALG1L7P	1	ENSG00000251271	
GRIK3	1	ENSG00000163873	
DLG1-AS1	1	ENSG00000227375	
PSAT1P1	1	ENSG00000253810	
FOXG1	1	ENSG00000176165	
FAM90A11P	1	ENSG00000233115	
APOM	1	ENSG00000204444	
BHLHA15	1	ENSG00000180535	
MFSD2A	1	ENSG00000168389	
FMO1	1	ENSG00000010932	
RNU6-840P	1	ENSG00000253084	
IGSF22-AS1	1	ENSG00000254966	
ACTN3	1	ENSG00000248746	
PA2G4P1	1	ENSG00000237828	
MTIF3	1	ENSG00000122033	
EEF1E1P1	1	ENSG00000236307	
FGL2	1	ENSG00000127951	
PLCZ1	1	ENSG00000139151	
IGHM	1	ENSG00000211899	
PRPF19-DT	1	ENSG00000257052	
NLRC4	1	ENSG00000091106	
CTNNBL1P1	1	ENSG00000231235	
RTL9	1	ENSG00000243978	
LRRFIP1P1	1	ENSG00000240429	
CD40	1	ENSG00000101017	
ELF2P3	1	ENSG00000232743	
SERPINI1	1	ENSG00000163536	
UPP2	1	ENSG00000007001	
ZWINT	1	ENSG00000122952	
ZNF90P1	1	ENSG00000241738	
NEK3	1	ENSG00000136098	
ZNF93	1	ENSG00000184635	
TPSD1	1	ENSG00000095917	
MYCN	1	ENSG00000134323	
PCDHA1	1	ENSG00000204970	
FREY1	1	ENSG00000234776	
ATP4A	1	ENSG00000105675	
IL12RB2	1	ENSG00000081985	
RPL22P8	1	ENSG00000237745	
ACTR3BP7	1	ENSG00000226444	
LINC02453	1	ENSG00000245017	
ODF3L2	1	ENSG00000181781	
DNAAF8	1	ENSG00000166246	
C9orf50	1	ENSG00000179058	
GGN	1	ENSG00000179168	
SNRPCP3	1	ENSG00000244668	
REREP1Y	1	ENSG00000225189	
KCNIP2	1	ENSG00000120049	
COMP	1	ENSG00000105664	
MEF2C-AS1	1	ENSG00000248309	
OR7E62P	1	ENSG00000234896	
SNX18P26	1	ENSG00000227568	
ST3GAL6-AS1	1	ENSG00000239445	
RGMA	1	ENSG00000182175	
KIF4B	1	ENSG00000226650	
IGLV3-21	1	ENSG00000211662	
CEP295NL	1	ENSG00000178404	
CADPS	1	ENSG00000163618	
ARL8BP2	1	ENSG00000214812	
PARD6G	1	ENSG00000178184	
NPM1P18	1	ENSG00000225739	
YY2	1	ENSG00000230797	
ENSG00000183154	1	ENSG00000183154	
ASS1P7	1	ENSG00000236893	
SLC2A3P2	1	ENSG00000185031	
MAP3K19	1	ENSG00000176601	
HMGB3P8	1	ENSG00000227096	
KCNJ4	1	ENSG00000168135	
BANK1	1	ENSG00000153064	
RB1-DT	1	ENSG00000231473	
MLEC	1	ENSG00000110917	
ACTG1P3	1	ENSG00000215388	
SNHG26	1	ENSG00000228649	
YWHAH-AS1	1	ENSG00000128254	
ENSG00000225032	1	ENSG00000225032	
MND1	1	ENSG00000121211	
ST7-AS1	1	ENSG00000227199	
IFNAR2-IL10RB	1	ENSG00000249624	
THRB-AS1	1	ENSG00000228791	
RPL4P3	1	ENSG00000230364	
TNXA	1	ENSG00000248290	
FXNP2	1	ENSG00000177736	
ENSG00000225655	1	ENSG00000225655	
RIOK1	1	ENSG00000124784	
LOC574538	1	ENSG00000249695	
NPM1P34	1	ENSG00000232054	
GLP1R	1	ENSG00000112164	
PIWIL2	1	ENSG00000197181	
COL9A1	1	ENSG00000112280	
FGF19	1	ENSG00000162344	
CELF2-AS1	1	ENSG00000181800	
RBX1	1	ENSG00000100387	
LINC01465	1	ENSG00000221949	
UGT3A1	1	ENSG00000145626	
TF	1	ENSG00000091513	
ZC2HC1C	1	ENSG00000119703	
HAPLN2	1	ENSG00000132702	
RPS6KA2-IT1	1	ENSG00000232082	
ZDHHC8BP	1	ENSG00000133519	
GNG12-AS1	1	ENSG00000232284	
ATP5MC2P3	1	ENSG00000230482	
CHRNA3	1	ENSG00000080644	
RPL7AP39	1	ENSG00000213385	
TFGP1	1	ENSG00000217227	
MSANTD2-AS1	1	ENSG00000245498	
DEUP1	1	ENSG00000165325	
BCRP3	1	ENSG00000215481	
SETP4	1	ENSG00000237211	
BRINP1	1	ENSG00000078725	
ARSDP1	1	ENSG00000225117	
BOLA3P3	1	ENSG00000213630	
TAS2R31	1	ENSG00000256436	
IGHV3-7	1	ENSG00000211938	
RPL5P30	1	ENSG00000243431	
FAM186A	1	ENSG00000185958	
PKMP5	1	ENSG00000215057	
LINC01359	1	ENSG00000226891	
KCTD8	1	ENSG00000183783	
PLEKHG7	1	ENSG00000187510	
LINC01625	1	ENSG00000238099	
MYL6BP1	1	ENSG00000228380	
C1GALT1P2	1	ENSG00000251435	
RP1L1	1	ENSG00000183638	
ANKRD18CP	1	ENSG00000159712	
PCDHB18P	1	ENSG00000146001	
DLEC1	1	ENSG00000008226	
RPL21P28	1	ENSG00000220749	
ZBED2	1	ENSG00000177494	
PCOTH	1	ENSG00000205861	
RN7SL417P	1	ENSG00000244056	
LINC03086	1	ENSG00000226644	
TCF15	1	ENSG00000125878	
NDUFB9P2	1	ENSG00000236281	
CROCCP4	1	ENSG00000227684	
ST13P10	1	ENSG00000213234	
TROAP	1	ENSG00000135451	
GAPT	1	ENSG00000175857	
ZC3HAV1L	1	ENSG00000146858	
GUCY1B2	1	ENSG00000123201	
PBX3	1	ENSG00000167081	
CCDC188BP	1	ENSG00000248409	
TMEM215	1	ENSG00000188133	
SPA17P1	1	ENSG00000236797	
SLC5A1	1	ENSG00000100170	
IL17RB	1	ENSG00000056736	
CLCN1	1	ENSG00000188037	
ADAM21P1	1	ENSG00000235812	
DNAH7	1	ENSG00000118997	
OMD	1	ENSG00000127083	
BMS1P13	1	ENSG00000231701	
LSMEM1	1	ENSG00000181016	
TSEN15P1	1	ENSG00000230865	
POLN	1	ENSG00000130997	
MISFA	1	ENSG00000247595	
AKR1C7P	1	ENSG00000215267	
LTA	1	ENSG00000226979	
S100B	1	ENSG00000160307	
ABCG5	1	ENSG00000138075	
RPL29P26	1	ENSG00000241556	
PCMTD1P3	1	ENSG00000234800	
TNNC1	1	ENSG00000114854	
C6orf226	1	ENSG00000221821	
ASB5	1	ENSG00000164122	
RPA3P2	1	ENSG00000218261	
RSPO3	1	ENSG00000146374	
MFAP5	1	ENSG00000197614	
BTF3P7	1	ENSG00000219986	
UNC5D	1	ENSG00000156687	
SMAD7	1	ENSG00000101665	
USP30-AS1	1	ENSG00000256262	
ZNF780B	1	ENSG00000128000	
COLEC10	1	ENSG00000184374	
GGCTP1	1	ENSG00000251000	
UBE2Q2P12	1	ENSG00000197627	
SLA2	1	ENSG00000101082	
LINC02481	1	ENSG00000246526	
PABPC1L2A	1	ENSG00000186288	
SCLY	1	ENSG00000132330	
SOGA3	1	ENSG00000214338	
CXCR6	1	ENSG00000172215	
PFN1P11	1	ENSG00000213061	
GAS6-AS1	1	ENSG00000233695	
MTCH1P2	1	ENSG00000256282	
PRB4	1	ENSG00000230657	
SEZ6	1	ENSG00000063015	
TLL2	1	ENSG00000095587	
GAS8-AS1	1	ENSG00000221819	
ERCC6L	1	ENSG00000186871	
CDHR3	1	ENSG00000128536	
CLCN3P1	1	ENSG00000232000	
EGFL6	1	ENSG00000198759	
TRIM74	1	ENSG00000155428	
TAF9P1	1	ENSG00000226353	
UBE2E1-AS1	1	ENSG00000223791	
CLDN14	1	ENSG00000159261	
CLDN18	1	ENSG00000066405	
ZNF296	1	ENSG00000170684	
PRECSIT	1	ENSG00000255874	
ZNF624	1	ENSG00000197566	
ATP5PD	1	ENSG00000167863	
ZNF157	1	ENSG00000147117	
NPFF	1	ENSG00000139574	
SEPTIN2P1	1	ENSG00000227850	
RPL7P52	1	ENSG00000228599	
TMEM169	1	ENSG00000163449	
TES	1	ENSG00000135269	
SAR1AP1	1	ENSG00000228364	
TFAP2A	1	ENSG00000137203	
ANKRD65	1	ENSG00000235098	
ASS1P5	1	ENSG00000227881	
RPL35AP35	1	ENSG00000239256	
RPS2P55	1	ENSG00000216866	
SLC16A6	1	ENSG00000108932	
EXTL1	1	ENSG00000158008	
DEPDC1P2	1	ENSG00000232486	
ILF2P1	1	ENSG00000244226	
CYP51A1-AS1	1	ENSG00000188693	
CTSL3P	1	ENSG00000188029	
TMPRSS6	1	ENSG00000187045	
DSCAM-AS1	1	ENSG00000235123	
DPP3-DT	1	ENSG00000255517	
HDHD5-AS1	1	ENSG00000185837	
RPL31P34	1	ENSG00000231359	
EIF2S2P3	1	ENSG00000236493	
RABIF	1	ENSG00000183155	
HCG25	1	ENSG00000232940	
RPL21P11	1	ENSG00000242571	
PRPS1P2	1	ENSG00000232630	
BMS1P22	1	ENSG00000232775	
DANT2	1	ENSG00000235244	
SNED1	1	ENSG00000162804	
OCIAD1-AS1	1	ENSG00000248256	
PITPNM1	1	ENSG00000110697	
SGK2	1	ENSG00000101049	
RPL4P2	1	ENSG00000232341	
RNF207-AS1	1	ENSG00000226944	
GDNF	1	ENSG00000168621	
PCDH12	1	ENSG00000113555	
GPR87	1	ENSG00000138271	
RPL3P12	1	ENSG00000232496	
PYGM	1	ENSG00000068976	
SHB	1	ENSG00000107338	
CYP4F8	1	ENSG00000186526	
RASSF9	1	ENSG00000198774	
LRRD1	1	ENSG00000240720	
ANKRD9	1	ENSG00000156381	
HNRNPA1P6	1	ENSG00000229887	
NEBL-AS1	1	ENSG00000231920	
CA15P1	1	ENSG00000241527	
ENPP7P3	1	ENSG00000248618	
PCDHB2	1	ENSG00000112852	
SMTNL2	1	ENSG00000188176	
UBE2QL1	1	ENSG00000215218	
ATP6V1G2	1	ENSG00000213760	
RERGL	1	ENSG00000111404	
FAM133CP	1	ENSG00000183055	
LYPLAL1-DT	1	ENSG00000228063	
CYP2D8P	1	ENSG00000226450	
USP9Y	1	ENSG00000114374	
ISCA1P6	1	ENSG00000227653	
ABCB4	1	ENSG00000005471	
TGM3	1	ENSG00000125780	
PRB2	1	ENSG00000121335	
KLF15	1	ENSG00000163884	
SRD5A3-AS1	1	ENSG00000249700	
RNF168	1	ENSG00000163961	
RPL21P128	1	ENSG00000244527	
RBM48	1	ENSG00000127993	
SIGLEC6	1	ENSG00000105492	
PKLR	1	ENSG00000143627	
RPL21P93	1	ENSG00000229605	
LIX1L-AS1	1	ENSG00000234222	
