NAME	TITLE	SCORE	
MED22	mediator complex subunit 22 [Source:HGNC Symbol;Acc:HGNC:11477]	0.022986898	
CLPTM1	CLPTM1 regulator of GABA type A receptor forward trafficking [Source:HGNC Symbol;Acc:HGNC:2087]	0.022985617	
CYLD	CYLD lysine 63 deubiquitinase [Source:HGNC Symbol;Acc:HGNC:2584]	0.022984779	
SNHG1	small nucleolar RNA host gene 1 [Source:HGNC Symbol;Acc:HGNC:32688]	0.022968145	
FKBP15	FKBP prolyl isomerase family member 15 [Source:HGNC Symbol;Acc:HGNC:23397]	0.022950271	
SEPTIN7P6	septin 7 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:38042]	0.022940349	
AMER1	APC membrane recruitment protein 1 [Source:HGNC Symbol;Acc:HGNC:26837]	0.022937244	
LYPLA1	lysophospholipase 1 [Source:HGNC Symbol;Acc:HGNC:6737]	0.02293518	
VAMP2	vesicle associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:12643]	0.022934062	
IFT88	intraflagellar transport 88 [Source:HGNC Symbol;Acc:HGNC:20606]	0.022931796	
ETFB	electron transfer flavoprotein subunit beta [Source:HGNC Symbol;Acc:HGNC:3482]	0.022928372	
RPL9	ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:10369]	0.022927286	
NDRG3	NDRG family member 3 [Source:HGNC Symbol;Acc:HGNC:14462]	0.022924406	
MRPS34	mitochondrial ribosomal protein S34 [Source:HGNC Symbol;Acc:HGNC:16618]	0.022920532	
TOPORS	TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:21653]	0.022919707	
ZNF251	zinc finger protein 251 [Source:HGNC Symbol;Acc:HGNC:13045]	0.022919359	
NDUFA6	NADH:ubiquinone oxidoreductase subunit A6 [Source:HGNC Symbol;Acc:HGNC:7690]	0.022919064	
GRIPAP1	GRIP1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18706]	0.022907902	
ANAPC11	anaphase promoting complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:14452]	0.022903752	
SLC35E2A	solute carrier family 35 member E2A [Source:HGNC Symbol;Acc:HGNC:20863]	0.02289506	
ALS2	alsin Rho guanine nucleotide exchange factor ALS2 [Source:HGNC Symbol;Acc:HGNC:443]	0.022893537	
ABCD1	ATP binding cassette subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:61]	0.022883223	
ZNHIT1	zinc finger HIT-type containing 1 [Source:HGNC Symbol;Acc:HGNC:21688]	0.022875372	
LRP10	LDL receptor related protein 10 [Source:HGNC Symbol;Acc:HGNC:14553]	0.022867022	
RNF145	ring finger protein 145 [Source:HGNC Symbol;Acc:HGNC:20853]	0.022860078	
NCAPH2	non-SMC condensin II complex subunit H2 [Source:HGNC Symbol;Acc:HGNC:25071]	0.022859965	
SPRTN	SprT-like N-terminal domain [Source:HGNC Symbol;Acc:HGNC:25356]	0.022840062	
AP5M1	adaptor related protein complex 5 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:20192]	0.02283974	
ZNF559	zinc finger protein 559 [Source:HGNC Symbol;Acc:HGNC:28197]	0.022836192	
TMEM11	transmembrane protein 11 [Source:HGNC Symbol;Acc:HGNC:16823]	0.022809539	
IFT20	intraflagellar transport 20 [Source:HGNC Symbol;Acc:HGNC:30989]	0.022783283	
ROCK2	Rho associated coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:10252]	0.022781799	
ILF2	interleukin enhancer binding factor 2 [Source:HGNC Symbol;Acc:HGNC:6037]	0.02277699	
EEF2KMT	eukaryotic elongation factor 2 lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:32221]	0.022776904	
SENP7	SUMO specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:30402]	0.022775788	
ZNF92	zinc finger protein 92 [Source:HGNC Symbol;Acc:HGNC:13168]	0.02276854	
SECISBP2	SECIS binding protein 2 [Source:HGNC Symbol;Acc:HGNC:30972]	0.022761336	
IL17RC	interleukin 17 receptor C [Source:HGNC Symbol;Acc:HGNC:18358]	0.02276098	
RTN4R	reticulon 4 receptor [Source:HGNC Symbol;Acc:HGNC:18601]	0.02275773	
EFNA3	ephrin A3 [Source:HGNC Symbol;Acc:HGNC:3223]	0.022736417	
TMEM14A	transmembrane protein 14A [Source:HGNC Symbol;Acc:HGNC:21076]	0.022718877	
BRD2	bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]	0.022702241	
ITGB8	integrin subunit beta 8 [Source:HGNC Symbol;Acc:HGNC:6163]	0.022701468	
MRPS25	mitochondrial ribosomal protein S25 [Source:HGNC Symbol;Acc:HGNC:14511]	0.022697622	
ZXDA	zinc finger X-linked duplicated A [Source:HGNC Symbol;Acc:HGNC:13198]	0.022693543	
DVL1	dishevelled segment polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:3084]	0.022684634	
MEA1	male-enhanced antigen 1 [Source:HGNC Symbol;Acc:HGNC:6986]	0.022684531	
EIF2S3B	eukaryotic translation initiation factor 2 subunit gamma B [Source:HGNC Symbol;Acc:HGNC:43863]	0.022668546	
HS6ST3	heparan sulfate 6-O-sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:19134]	0.022665028	
USP46	ubiquitin specific peptidase 46 [Source:HGNC Symbol;Acc:HGNC:20075]	0.022658437	
DIPK1B	divergent protein kinase domain 1B [Source:HGNC Symbol;Acc:HGNC:28290]	0.022656804	
STAT6	signal transducer and activator of transcription 6 [Source:HGNC Symbol;Acc:HGNC:11368]	0.022653203	
YIPF4	Yip1 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:28145]	0.022648746	
RTL8A	retrotransposon Gag like 8A [Source:HGNC Symbol;Acc:HGNC:24514]	0.022647705	
COQ10B	coenzyme Q10B [Source:HGNC Symbol;Acc:HGNC:25819]	0.022640662	
CBS	cystathionine beta-synthase [Source:HGNC Symbol;Acc:HGNC:1550]	0.022639612	
THAP1	THAP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20856]	0.022634491	
NUDT7	nudix hydrolase 7 [Source:HGNC Symbol;Acc:HGNC:8054]	0.02262849	
DCLRE1A	DNA cross-link repair 1A [Source:HGNC Symbol;Acc:HGNC:17660]	0.022575982	
PRPF31	pre-mRNA processing factor 31 [Source:HGNC Symbol;Acc:HGNC:15446]	0.022571271	
ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3 [Source:HGNC Symbol;Acc:HGNC:16754]	0.022561738	
DNAJC5	DnaJ heat shock protein family (Hsp40) member C5 [Source:HGNC Symbol;Acc:HGNC:16235]	0.022555858	
TMEM219	transmembrane protein 219 [Source:HGNC Symbol;Acc:HGNC:25201]	0.02255404	
RAD50	RAD50 double strand break repair protein [Source:HGNC Symbol;Acc:HGNC:9816]	0.022548357	
LPIN1	lipin 1 [Source:HGNC Symbol;Acc:HGNC:13345]	0.0225476	
NPHP1	nephrocystin 1 [Source:HGNC Symbol;Acc:HGNC:7905]	0.022543713	
WDR37	WD repeat domain 37 [Source:HGNC Symbol;Acc:HGNC:31406]	0.02253824	
INO80B	INO80 complex subunit B [Source:HGNC Symbol;Acc:HGNC:13324]	0.022538107	
SLC35F3	solute carrier family 35 member F3 [Source:HGNC Symbol;Acc:HGNC:23616]	0.022532286	
MAPKAPK3	MAPK activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6888]	0.022521613	
YBEY	ybeY metalloendoribonuclease [Source:HGNC Symbol;Acc:HGNC:1299]	0.022520205	
SYNGR1	synaptogyrin 1 [Source:HGNC Symbol;Acc:HGNC:11498]	0.022509806	
RPL17P7	ribosomal protein L17 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:36005]	0.022500398	
SDK2	sidekick cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:19308]	0.022496415	
OGFOD1	2-oxoglutarate and iron dependent oxygenase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25585]	0.022495765	
MAP9	microtubule associated protein 9 [Source:HGNC Symbol;Acc:HGNC:26118]	0.022494007	
TVP23C	trans-golgi network vesicle protein 23 homolog C [Source:HGNC Symbol;Acc:HGNC:30453]	0.022482459	
EXOSC10	exosome component 10 [Source:HGNC Symbol;Acc:HGNC:9138]	0.02247034	
NEBL	nebulette [Source:HGNC Symbol;Acc:HGNC:16932]	0.022459062	
SETD5	SET domain containing 5 [Source:HGNC Symbol;Acc:HGNC:25566]	0.022452481	
DNTTIP1	deoxynucleotidyltransferase terminal interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16160]	0.022451838	
PSIP1	PC4 and SRSF1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]	0.022445628	
CROCCP2	CROCC pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:28170]	0.022433577	
ATP6V0C	ATPase H+ transporting V0 subunit c [Source:HGNC Symbol;Acc:HGNC:855]	0.02241003	
FOXK2	forkhead box K2 [Source:HGNC Symbol;Acc:HGNC:6036]	0.022393435	
CCDC61	coiled-coil domain containing 61 [Source:HGNC Symbol;Acc:HGNC:33629]	0.022390082	
YIPF5	Yip1 domain family member 5 [Source:HGNC Symbol;Acc:HGNC:24877]	0.022389906	
ATG3	autophagy related 3 [Source:HGNC Symbol;Acc:HGNC:20962]	0.022366693	
ADA	adenosine deaminase [Source:HGNC Symbol;Acc:HGNC:186]	0.022365388	
IMMP2L	inner mitochondrial membrane peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:14598]	0.022352036	
PPP1R12A	protein phosphatase 1 regulatory subunit 12A [Source:HGNC Symbol;Acc:HGNC:7618]	0.02234615	
RUVBL1	RuvB like AAA ATPase 1 [Source:HGNC Symbol;Acc:HGNC:10474]	0.022309305	
TERF2	telomeric repeat binding factor 2 [Source:HGNC Symbol;Acc:HGNC:11729]	0.022302013	
AP1AR	adaptor related protein complex 1 associated regulatory protein [Source:HGNC Symbol;Acc:HGNC:28808]	0.022283833	
ZNF557	zinc finger protein 557 [Source:HGNC Symbol;Acc:HGNC:28632]	0.022272909	
IPO8	importin 8 [Source:HGNC Symbol;Acc:HGNC:9853]	0.022272538	
MIPEP	mitochondrial intermediate peptidase [Source:HGNC Symbol;Acc:HGNC:7104]	0.02226122	
AHCYL2	adenosylhomocysteinase like 2 [Source:HGNC Symbol;Acc:HGNC:22204]	0.022250166	
NASPP1	nuclear autoantigenic sperm protein pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29910]	0.02224394	
DRC3	dynein regulatory complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:25384]	0.022241138	
DDA1	DET1 and DDB1 associated 1 [Source:HGNC Symbol;Acc:HGNC:28360]	0.022222755	
VDAC1P2	voltage dependent anion channel 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:12670]	0.022193061	
PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha [Source:HGNC Symbol;Acc:HGNC:9388]	0.022191674	
TMEM38B	transmembrane protein 38B [Source:HGNC Symbol;Acc:HGNC:25535]	0.022191051	
DNAJC16	DnaJ heat shock protein family (Hsp40) member C16 [Source:HGNC Symbol;Acc:HGNC:29157]	0.022184785	
HECTD1	HECT domain E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:20157]	0.022176307	
GNAI3	G protein subunit alpha i3 [Source:HGNC Symbol;Acc:HGNC:4387]	0.022173775	
ACOT13	acyl-CoA thioesterase 13 [Source:HGNC Symbol;Acc:HGNC:20999]	0.022167625	
ZNF444	zinc finger protein 444 [Source:HGNC Symbol;Acc:HGNC:16052]	0.022147845	
MGAT1	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7044]	0.022144182	
DENND3	DENN domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29134]	0.022130767	
NDUFAF3	NADH:ubiquinone oxidoreductase complex assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:29918]	0.02213058	
PEPD	peptidase D [Source:HGNC Symbol;Acc:HGNC:8840]	0.022124331	
BEND7	BEN domain containing 7 [Source:HGNC Symbol;Acc:HGNC:23514]	0.022094285	
VDAC1P1	voltage dependent anion channel 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:12671]	0.022090336	
RPS15P4	ribosomal protein S15 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:35712]	0.02208988	
METTL4	methyltransferase 4, N6-adenosine [Source:HGNC Symbol;Acc:HGNC:24726]	0.022084877	
ITPKA	inositol-trisphosphate 3-kinase A [Source:HGNC Symbol;Acc:HGNC:6178]	0.022078978	
SLC9A8	solute carrier family 9 member A8 [Source:HGNC Symbol;Acc:HGNC:20728]	0.02206784	
GNB1	G protein subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4396]	0.022042032	
REXO1	RNA exonuclease 1 homolog [Source:HGNC Symbol;Acc:HGNC:24616]	0.022026122	
ZNF638	zinc finger protein 638 [Source:HGNC Symbol;Acc:HGNC:17894]	0.022017889	
NPM1P27	nucleophosmin 1 pseudogene 27 [Source:HGNC Symbol;Acc:HGNC:45206]	0.022010168	
PSMC5	proteasome 26S subunit, ATPase 5 [Source:HGNC Symbol;Acc:HGNC:9552]	0.021991225	
F8A1	coagulation factor VIII associated 1 [Source:HGNC Symbol;Acc:HGNC:3547]	0.021988623	
USP1	ubiquitin specific peptidase 1 [Source:HGNC Symbol;Acc:HGNC:12607]	0.021985302	
CDK20	cyclin dependent kinase 20 [Source:HGNC Symbol;Acc:HGNC:21420]	0.0219829	
SIMC1	SUMO interacting motifs containing 1 [Source:HGNC Symbol;Acc:HGNC:24779]	0.02196866	
AHCY	adenosylhomocysteinase [Source:HGNC Symbol;Acc:HGNC:343]	0.021965552	
CCDC124	coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:HGNC:25171]	0.021964261	
CA11	carbonic anhydrase 11 [Source:HGNC Symbol;Acc:HGNC:1370]	0.021963108	
DCP1B	decapping mRNA 1B [Source:HGNC Symbol;Acc:HGNC:24451]	0.021956764	
DDX12B	DEAD/H-box helicase 12B, pseudogene [Source:HGNC Symbol;Acc:HGNC:38668]	0.021954486	
PIGQ	phosphatidylinositol glycan anchor biosynthesis class Q [Source:HGNC Symbol;Acc:HGNC:14135]	0.021952767	
PLEKHA6	pleckstrin homology domain containing A6 [Source:HGNC Symbol;Acc:HGNC:17053]	0.02195234	
TMSB15B	thymosin beta 15B [Source:HGNC Symbol;Acc:HGNC:28612]	0.02195203	
RPLP0P9	ribosomal protein lateral stalk subunit P0 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:55906]	0.021949477	
ACOT1	acyl-CoA thioesterase 1 [Source:HGNC Symbol;Acc:HGNC:33128]	0.021921612	
C1orf131	chromosome 1 open reading frame 131 [Source:HGNC Symbol;Acc:HGNC:25332]	0.021915229	
BDP1	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB [Source:HGNC Symbol;Acc:HGNC:13652]	0.021898683	
FHL1	four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702]	0.021897797	
LRRC14	leucine rich repeat containing 14 [Source:HGNC Symbol;Acc:HGNC:20419]	0.021892546	
PABPC5	poly(A) binding protein cytoplasmic 5 [Source:HGNC Symbol;Acc:HGNC:13629]	0.021892011	
SRP54	signal recognition particle 54 [Source:HGNC Symbol;Acc:HGNC:11301]	0.021887595	
PPP3CA	protein phosphatase 3 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9314]	0.021882573	
FBRS	fibrosin [Source:HGNC Symbol;Acc:HGNC:20442]	0.021868927	
MPDU1	mannose-P-dolichol utilization defect 1 [Source:HGNC Symbol;Acc:HGNC:7207]	0.021864077	
ABCA1	ATP binding cassette subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:29]	0.021846602	
CIRBP	cold inducible RNA binding protein [Source:HGNC Symbol;Acc:HGNC:1982]	0.0218455	
GPATCH2	G-patch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25499]	0.021834869	
GGA3	golgi associated, gamma adaptin ear containing, ARF binding protein 3 [Source:HGNC Symbol;Acc:HGNC:17079]	0.021832237	
TJP3	tight junction protein 3 [Source:HGNC Symbol;Acc:HGNC:11829]	0.021829272	
LRRC75B	leucine rich repeat containing 75B [Source:HGNC Symbol;Acc:HGNC:33155]	0.021820374	
DGKQ	diacylglycerol kinase theta [Source:HGNC Symbol;Acc:HGNC:2856]	0.021808561	
IER2	immediate early response 2 [Source:HGNC Symbol;Acc:HGNC:28871]	0.02179903	
CYB5A	cytochrome b5 type A [Source:HGNC Symbol;Acc:HGNC:2570]	0.021781892	
UBC	ubiquitin C [Source:HGNC Symbol;Acc:HGNC:12468]	0.021779226	
NSUN6	NOP2/Sun RNA methyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:23529]	0.02177123	
EVI5L	ecotropic viral integration site 5 like [Source:HGNC Symbol;Acc:HGNC:30464]	0.021762434	
ACTMAP	actin maturation protease [Source:HGNC Symbol;Acc:HGNC:24758]	0.02175836	
RBM43	RNA binding motif protein 43 [Source:HGNC Symbol;Acc:HGNC:24790]	0.021754012	
BAZ2B	bromodomain adjacent to zinc finger domain 2B [Source:HGNC Symbol;Acc:HGNC:963]	0.021753214	
DUSP15	dual specificity phosphatase 15 [Source:HGNC Symbol;Acc:HGNC:16236]	0.021747345	
NOC4L	nucleolar complex associated 4 homolog [Source:HGNC Symbol;Acc:HGNC:28461]	0.021745728	
NBEAL2	neurobeachin like 2 [Source:HGNC Symbol;Acc:HGNC:31928]	0.021718033	
APOL2	apolipoprotein L2 [Source:HGNC Symbol;Acc:HGNC:619]	0.02171319	
MAML1	mastermind like transcriptional coactivator 1 [Source:HGNC Symbol;Acc:HGNC:13632]	0.02171309	
FOXO4	forkhead box O4 [Source:HGNC Symbol;Acc:HGNC:7139]	0.021708516	
TUFM	Tu translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12420]	0.021705534	
MAN2C1	mannosidase alpha class 2C member 1 [Source:HGNC Symbol;Acc:HGNC:6827]	0.021685002	
NSUN5P2	NSUN5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16609]	0.021677323	
POLE3	DNA polymerase epsilon 3, accessory subunit [Source:HGNC Symbol;Acc:HGNC:13546]	0.021662608	
POLR2F	RNA polymerase II, I and III subunit F [Source:HGNC Symbol;Acc:HGNC:9193]	0.021639602	
ECHS1	enoyl-CoA hydratase, short chain 1 [Source:HGNC Symbol;Acc:HGNC:3151]	0.021620618	
SP140L	SP140 nuclear body protein like [Source:HGNC Symbol;Acc:HGNC:25105]	0.021585062	
EPHB3	EPH receptor B3 [Source:HGNC Symbol;Acc:HGNC:3394]	0.0215575	
ZDHHC3	zinc finger DHHC-type palmitoyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:18470]	0.021552166	
ASPSCR1	ASPSCR1 tether for SLC2A4, UBX domain containing [Source:HGNC Symbol;Acc:HGNC:13825]	0.021551983	
PKP4P1	plakophilin 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:42661]	0.021544896	
LACTB	lactamase beta [Source:HGNC Symbol;Acc:HGNC:16468]	0.021538159	
PRKD2	protein kinase D2 [Source:HGNC Symbol;Acc:HGNC:17293]	0.02153011	
SF3A3P1	splicing factor 3a, subunit 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16576]	0.021528732	
SORBS3	sorbin and SH3 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30907]	0.02151043	
RPS11P5	ribosomal protein S11 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:36312]	0.021507386	
PITPNB	phosphatidylinositol transfer protein beta [Source:HGNC Symbol;Acc:HGNC:9002]	0.021504646	
FCER1G	Fc epsilon receptor Ig [Source:HGNC Symbol;Acc:HGNC:3611]	0.021489395	
DPH3	diphthamide biosynthesis 3 [Source:HGNC Symbol;Acc:HGNC:27717]	0.021487715	
TOMM40L	translocase of outer mitochondrial membrane 40 like [Source:HGNC Symbol;Acc:HGNC:25756]	0.02148581	
PNKP	polynucleotide kinase 3'-phosphatase [Source:HGNC Symbol;Acc:HGNC:9154]	0.021484818	
SGTA	small glutamine rich tetratricopeptide repeat co-chaperone alpha [Source:HGNC Symbol;Acc:HGNC:10819]	0.02146996	
SETDB1	SET domain bifurcated histone lysine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10761]	0.021467274	
AZIN1	antizyme inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:16432]	0.021464713	
H1-2	H1.2 linker histone, cluster member [Source:HGNC Symbol;Acc:HGNC:4716]	0.021458767	
ZNF524	zinc finger protein 524 [Source:HGNC Symbol;Acc:HGNC:28322]	0.021458164	
UBL5	ubiquitin like 5 [Source:HGNC Symbol;Acc:HGNC:13736]	0.021428727	
PTPRU	protein tyrosine phosphatase receptor type U [Source:HGNC Symbol;Acc:HGNC:9683]	0.021418335	
PPFIBP1	PPFIA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9249]	0.021407036	
ETV4	ETS variant transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:3493]	0.021400547	
TRIR	telomerase RNA component interacting RNase [Source:HGNC Symbol;Acc:HGNC:28424]	0.021398246	
USP12PX	USP12 pseudogene X-linked [Source:HGNC Symbol;Acc:HGNC:21410]	0.021398174	
SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 [Source:HGNC Symbol;Acc:HGNC:11106]	0.021392763	
SFXN2	sideroflexin 2 [Source:HGNC Symbol;Acc:HGNC:16086]	0.021390446	
NAGPA	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:17378]	0.021389958	
ODF3B	outer dense fiber of sperm tails 3B [Source:HGNC Symbol;Acc:HGNC:34388]	0.021381885	
DYM	dymeclin [Source:HGNC Symbol;Acc:HGNC:21317]	0.021378594	
MIF4GD	MIF4G domain containing [Source:HGNC Symbol;Acc:HGNC:24030]	0.021373477	
ZNF841	zinc finger protein 841 [Source:HGNC Symbol;Acc:HGNC:27611]	0.021367159	
DNAJA2	DnaJ heat shock protein family (Hsp40) member A2 [Source:HGNC Symbol;Acc:HGNC:14884]	0.021360075	
ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor 6 [Source:HGNC Symbol;Acc:HGNC:685]	0.021352246	
CDC25A	cell division cycle 25A [Source:HGNC Symbol;Acc:HGNC:1725]	0.021351963	
RALGDS	ral guanine nucleotide dissociation stimulator [Source:HGNC Symbol;Acc:HGNC:9842]	0.021350693	
SLC12A2	solute carrier family 12 member 2 [Source:HGNC Symbol;Acc:HGNC:10911]	0.021347433	
RPS6KA6	ribosomal protein S6 kinase A6 [Source:HGNC Symbol;Acc:HGNC:10435]	0.021345139	
WDFY1	WD repeat and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20451]	0.021338908	
SKP2	S-phase kinase associated protein 2 [Source:HGNC Symbol;Acc:HGNC:10901]	0.021328991	
NDUFA1	NADH:ubiquinone oxidoreductase subunit A1 [Source:HGNC Symbol;Acc:HGNC:7683]	0.021322431	
TM2D1	TM2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24142]	0.021319112	
HMGN1P36	high mobility group nucleosome binding domain 1 pseudogene 36 [Source:HGNC Symbol;Acc:HGNC:39380]	0.021306818	
LPCAT3	lysophosphatidylcholine acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30244]	0.021297835	
COL6A6	collagen type VI alpha 6 chain [Source:HGNC Symbol;Acc:HGNC:27023]	0.021293422	
WDR76	WD repeat domain 76 [Source:HGNC Symbol;Acc:HGNC:25773]	0.021290233	
TCAP	titin-cap [Source:HGNC Symbol;Acc:HGNC:11610]	0.021270541	
TAP2	transporter 2, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:44]	0.02126065	
ZNF189	zinc finger protein 189 [Source:HGNC Symbol;Acc:HGNC:12980]	0.021246152	
TXNDC9	thioredoxin domain containing 9 [Source:HGNC Symbol;Acc:HGNC:24110]	0.021243628	
TMEM222	transmembrane protein 222 [Source:HGNC Symbol;Acc:HGNC:25363]	0.021238994	
PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha [Source:HGNC Symbol;Acc:HGNC:9302]	0.021236984	
ZNF689	zinc finger protein 689 [Source:HGNC Symbol;Acc:HGNC:25173]	0.021192562	
JMJD7-PLA2G4B	JMJD7-PLA2G4B readthrough [Source:HGNC Symbol;Acc:HGNC:34449]	0.021187363	
TMEM42	transmembrane protein 42 [Source:HGNC Symbol;Acc:HGNC:28444]	0.021162897	
METTL2B	methyltransferase 2B, methylcytidine [Source:HGNC Symbol;Acc:HGNC:18272]	0.02116078	
WASH4P	WASP family homolog 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:14126]	0.021149967	
BRWD3	bromodomain and WD repeat domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17342]	0.02114901	
NOLC1	nucleolar and coiled-body phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15608]	0.021140143	
PLPP1	phospholipid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:9228]	0.021137532	
PROSER3	proline and serine rich 3 [Source:HGNC Symbol;Acc:HGNC:25204]	0.021130541	
BBS2	Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967]	0.021122476	
RPL13AP7	ribosomal protein L13a pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:23755]	0.021121388	
MRPL2	mitochondrial ribosomal protein L2 [Source:HGNC Symbol;Acc:HGNC:14056]	0.021110225	
SERP2	stress associated endoplasmic reticulum protein family member 2 [Source:HGNC Symbol;Acc:HGNC:20607]	0.021100638	
LINC00887	long intergenic non-protein coding RNA 887 [Source:HGNC Symbol;Acc:HGNC:48574]	0.021091916	
ATXN2L	ataxin 2 like [Source:HGNC Symbol;Acc:HGNC:31326]	0.021090163	
TMEM259	transmembrane protein 259 [Source:HGNC Symbol;Acc:HGNC:17039]	0.021082558	
TTC31	tetratricopeptide repeat domain 31 [Source:HGNC Symbol;Acc:HGNC:25759]	0.021070547	
RPL37P2	ribosomal protein L37 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:17092]	0.021057399	
CHURC1-FNTB	CHURC1-FNTB readthrough [Source:HGNC Symbol;Acc:HGNC:42960]	0.021047445	
TANK	TRAF family member associated NFKB activator [Source:HGNC Symbol;Acc:HGNC:11562]	0.021037985	
TMEM150C	transmembrane protein 150C [Source:HGNC Symbol;Acc:HGNC:37263]	0.021026596	
AFTPH	aftiphilin [Source:HGNC Symbol;Acc:HGNC:25951]	0.021026077	
INVS	inversin [Source:HGNC Symbol;Acc:HGNC:17870]	0.021024503	
DENND1A	DENN domain containing 1A [Source:HGNC Symbol;Acc:HGNC:29324]	0.021021314	
AMZ2P1	AMZ2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:26491]	0.021009874	
PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 [Source:HGNC Symbol;Acc:HGNC:8873]	0.02100419	
MARCHF9	membrane associated ring-CH-type finger 9 [Source:HGNC Symbol;Acc:HGNC:25139]	0.021003174	
RNGTT	RNA guanylyltransferase and 5'-phosphatase [Source:HGNC Symbol;Acc:HGNC:10073]	0.0210031	
MRPL3P1	mitochondrial ribosomal protein L3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29701]	0.02099949	
MBD3	methyl-CpG binding domain protein 3 [Source:HGNC Symbol;Acc:HGNC:6918]	0.020998776	
TMEM184B	transmembrane protein 184B [Source:HGNC Symbol;Acc:HGNC:1310]	0.020990752	
